,PMID/PMCID,Publisher,Journal title,Article title,Cost
1180,NA,Oxford Journals,social history of medicine,A Modern History of the Stomach,2040.0
1181,3406756,Oxford Journals (OUP),human molecular genetics,"Vitmain D Receptor Binding, Chromatin States and Association with Multiple Sclerosis",1700.0
1182,3413389,Oxford Univ Press,bioinformatics online,ChromoHub: a data hub for navigators of chromatin-mediated signalling.,850.0
1183,22345357/3539454,Oxford Univ Press,cerebral cortex print,Image-invariant responses in face-selective regions do not explain the perceptual advantage for familiar face recognition.,3177.6
1184,23396536/3652415,Oxford Univ Press,human mol genetics online,"Dopaminergic expression of the Parkinsonian gene LRRK2-G2019S leads to non-autonomous visual neurodegeneration, accelerated by increased neural demands for energy",2040.0
1185,22301630/3274377,Oxford Univ Press,journal of infectious diseases,Therapeutic vaccination with recombinant adenovirus reduces splenic parasite burden in experimental visceral leishmaniasis,2040.0
1186,23672932/3684112,Oxford University Press,age and ageing,Early diagnosis and treatment of HIV infection: magnitude of benefit is greatest in older adults,2040.0
1187,3783091,Oxford University Press,american journal of epidemiology,Efficient design for Mendelian randomization studies: subsample and two-sample instrumental variable estimators,1700.0
1188,23162054,Oxford University Press,biinformatics,mzMatch-ISO: an R tool for the annotation and relative quantification of isotope-labelled mass spectrometry data,1047.0
1189,3546795,Oxford University Press,bioinformatics,A Beta-Mixture Quantile Normalisation method for correcting probe design bias in Illumina Infinium 450k DNA methylation data,1700.0
1190,3570213,Oxford University Press,bioinformatics,"The product of C9orf72, a gene strongly implicated in neurodegeneration, is structurally related to DENN Rab-GEFs",1700.0
1191,3476336,Oxford University Press,bioinformatics,A robust model for read count data in exome sequencing experiments and implications for copy number variant calling,2040.0
1192,23658422/3694669,Oxford University Press,bioinformatics,FYPO: the fission yeast phenotype ontology,2100.0
1193,3546802,Oxford University Press,bioinformatics online,Scaffolding low quality genomes using orthologous protein sequences,1700.0
1194,3496338,Oxford University Press,bioinformatics online,GREVE: Genomic Recurrent Event ViEwer to assist the identification of patterns across individual cancer samples.,850.0
1195,3692042,Oxford University Press,brain,A Journal of Neurology,2000.0
1196,3159156,Oxford University Press,brain,"The primary visual cortex, and feedback to it, are not necessary for conscious vision",2040.0
1197,3634199,Oxford University Press,brain,MRI evidence for presymptomatic change in thalamus and caudate in familial Alzheimer's disease,2040.0
1198,3501977,Oxford University Press,brain,"Autologous olfactory mucosal cell transplants in clinical spinal cord injury: a randomized, double-blinded trial in a canine translational model",2040.0
1199,3580272,Oxford University Press,brain online,The functional neuroimaging correlates of psychogenic versus organic dystonia,1700.0
1200,23250878/3525062,Oxford University Press,brain online,The Charcot-Marie-Tooth diseases: how can we identify and develop novel therapeutic targets?,1700.0
1201,3170535,Oxford University Press,brain online,Magnetoencephalography of frontotemporal dementia: spationtemprally localized changes during semantic decisions,2040.0
1202,3381722,Oxford University Press,brain online,Social cognitive deficits and their neural correlates in progressive supranuclear palsy,2040.0
1203,NA,Oxford University Press,briefings in functional genomics,Regulatory RNAs in the light of Drosophila genomics,2040.0
1204,3662891,Oxford University Press,briefings in functional genomics,Epigenetic memory in the context of nuclear reprogramming and cancer,2100.0
1205,23137768,Oxford University Press,british medical journal,Management of trypanosomiasis and leishmaniasis,2040.0
1206,3377963,Oxford University Press,cerebral cortex,Transgenic Overexpression of the Type I Isoform of Neuregulin 1 Affects Working Memory and Hippocampal Oscillations but not Long-term Potentiation,1700.0
1207,NA,Oxford University Press,cerebral cortex,MEG evidence for early feedback effects during word recognition,2040.0
1208,NA,Oxford University Press,cerebral cortex,Pharmacological dissociation of novelty responses in the human brain,999999.0
1209,NA,Oxford University Press,cerebral cortex online,Inter- and Intra-hemispheric connectivity differences when reading Japanese Kanji and Hiragana,2040.0
1210,NA,Oxford University Press,cerebral cortex online,"Spatial attention, precision and Bayesian inference: a study of saccadic response speed",2040.0
1211,3673173,Oxford University Press,cerebral cortex online,Preservation and choice in Parkinson's disease: the impact of progressive frontostriatal dysfunctoin on action decisions,2040.0
1212,23884064,Oxford University Press,clinical infectious diseases,"Combination interventions to prevent HCV transmission among people who inject drugs: modeling the impact of antiviral treatment, needle and syringe programs, and opiate substitution therapy",2625.6
1213,23935057,Oxford University Press,database,"metabolicMine: an integrated genomics, genetics and proteomics data warehouse for common metabolic disease research",960.0
1214,23172732/3784797,Oxford University Press,european journal of public health,Family and home influences on children's after-school and weekend physical activity,1800.0
1215,3671775,Oxford University Press,glycobiology,Organization of the extracellular portion of the macrophage galactose receptor: a trimeric cluster of simple binding sites for N-acetylgalactosamine,1700.0
1216,NA,Oxford University Press,health promotion international,In what ways do communities support optimal antiretroviral treatment in Zimbabwe?,1700.0
1217,3415954,Oxford University Press,history workshop journal,A marble embryo: meanings of a portrait from 1900,2100.0
1218,3613160,Oxford University Press,human molecular genetics,Protein profiles in Tc1 mice implicate novel pathway perturbations in the Down syndrome brain,1978.75
1219,3263993,Oxford University Press,human molecular genetics,Next generatin sequencing identifies mutations in Atonal homolog 7 (ATOH7) in families with global eye developmental defects.,2040.0
1220,3313792,Oxford University Press,human molecular genetics,Impaired neural development in a zebrafish model for Lowe syndrome,2040.0
1221,3441120,Oxford University Press,human molecular genetics,G2019S leucine-rich repeat kinase 2 causes uncoupling protein-mediated mitochondrial depolarization,2040.0
1222,3583518,Oxford University Press,human molecular genetics,Mitofusin 1 and mitofusin 2 are ubiquitinated in a PINK1/parkin-dependent manner upon induction of mitophagy,2040.0
1223,23804751,Oxford University Press,human molecular genetics,IGF-1 receptor antagonism inhibits autophagy,2100.0
1224,23933736/3842180,Oxford University Press,human molecular genetics,Myc inhibition impairs autophagosome formation,2100.0
1225,3690967,Oxford University Press,human molecular genetics online,DNA polymerase {varepsilon} and o exonuclease domain mutations in endometrial cancer.,1700.0
1226,3600839,Oxford University Press,human reproduction,The incidence and clinical significance of defects in calcium signalling pathways mediating human sperm hyperactivation in donors and sub fertile patients.,2040.0
1227,23606632/3631001,Oxford University Press,international immunology,The Dectin-2 family of C-type lectin-like receptors: and update,2040.0
1228,3535749,Oxford University Press,international journal of epidemiology,Data Resource Profile: Cardiovascular disease research using Linked Bespoke studies and Electronic health Records (CALIBER),2040.0
1229,3780999,Oxford University Press,international journal of epidemiology,Use of allele scores as instrumental variables for Mendelian randomization,2400.0
1230,23771720,Oxford University Press,international journal of epidemiology,Cohort Profile: - A prospective cohort study of objective physical and cognitive capability and visual health in an ageing population of men and women in Norfolk (EPIC-Norfolk 3),2400.0
1231,24048963,Oxford University Press,journal of infectious diseases," 
 

Persistent endothelial activation after Plasmodium falciparum infection in Malawian children.



",2841.6
1232,3749005,Oxford University Press,journal of infectious diseases,T-cell immunophenotyping distinguishes active from latent tuberculosis,2625.6
1233,3536641,Oxford University Press,journal of the national cancer institute,Effect of SMURF2 Targeting on Susceptibility to MEK Inhibitors in Melanoma,2040.0
1234,3818966,Oxford University Press,medical law review,Nudging for health: On Public Policy & Designing Choice Architecture,2100.0
1235,22735079,Oxford University Press,mol biological and evolution,The impact of point mutation and gene conversion on the local diversification of antigen genes in African Trypanosomes,2040.0
1236,23328711/3685308,Oxford University Press,nephrology dialysis and transplantation,Unexpected clinical sequelae of Gitelman syndrome: hypertension in adulthood is common and females have higher potassium requirements,2040.0
1237,3572772,Oxford University Press,nephrology dialysis transplantation,Conversion to sirolimus in kidney transplant recipients with squamous cell cancer and changes in immune phenotype,1700.0
1238,3643589,Oxford University Press,nucleic acid research,Restriction endonuclease TseI cleaves A:A and T:T mismatches in CAG and CTG repeats,1420.0
1239,3763532,Oxford University Press,nucleic acid research,Clusters of microRNAs emerge by new hairpins in existing transcripts,1704.0
1240,3575846,Oxford University Press,nucleic acid research,Space exploration by the promoter of a long human gene during one transcription cycle,710.0
1241,3597655,Oxford University Press,nucleic acids research,"Structure, evolution and function of the bi-directionally transcribed iab-4/iab-8 microRNA locus in arthropods",1704.0
1242,3737548,Oxford University Press,nucleic acids research,"Splicing-coupled 3? end formation requires a terminal splice acceptor site, but not intron excision",1704.0
1243,3424546,OXFORD UNIVERSITY PRESS,nucleic acids research,DYNAMIC ACETYLATION OF LYSINE-4-TRIMETHYLATED HISTONE H3 & H3 VARIANT BIOLOGY IN MUTLICELLULAR EUKARYOTE,1704.0
1244,3479183,OXFORD UNIVERSITY PRESS,nucleic acids research,ATPASE ACTIVITY OF FML1 IS ESSENTIAL FOR ITS ROLE IN HOMOLOGOUS RECOMBINATION & DNA REPAIR,1704.0
